sequential,SEQ_NUM,FIO_ID,SEX,STATE,CITY,LOCATION,DIST,DIST_ID,FIO_DATE,FIO_TIME,PRIORS,DESCRIPTION,CLOTHING,COMPLEXION,FIOFS_TYPE,TERRORISM,SEARCH,BASIS,STOP_REASONS,ENTEREDBY,FIOFS_REASONS,OUTCOME,VEH_MAKE,VEH_YEAR_NUM,VEH_COLOR,VEH_MODEL,VEH_OCCUPANT,VEH_STATE,SUPERVISOR_ID,OFFICER_ID,SUPERVISOR,OFF_DIST_ID,OFF_DIST,OFFICER,SUP_ENTRYDATE,LAST_UPDATEBY,LAST_UPDATETIME,ETHNICITY,FIRST_INSERTTIME,ACTIVE_ID,RACE_ID,RACE_DESC,FIO_DATE_CORRECTED,AGE_AT_FIO_CORRECTED,STREET_ID,city_2,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
24500,941286,624894,MALE,MA,BOSTON,"0 WARREN ST at DALE ST",B2,3,"1/22/14 00:00","1/22/14 00:00",YES,B(Black),"BLACK JACKET; LACK HOODIE; AND BLACK ARGO PANTS",Med,IOS,NO,,,,,"INVESTIGATE; PERSON",F,CHEVROLET,2013,MAROON,CRUZ,DRIVER,MA,10132,81410,"JOHN D BRODERICK JR",16,YVSF,"MATTHEW S RYAN","1/22/14 00:00",,"2/24/14 00:00",,"2/24/14 00:00",1,2,B(Black),"1/22/14 00:00",19,4762,"NO DATA ENTERED",42.320729,-71.081789,0.97,intersection,,"Dale St",Boston,MA,"Suffolk County",02119,US
24501,930452,614027,MALE,MA,BOSTON," SHABAZZ WY",B2,3,"9/24/13 00:00","9/24/13 00:00",YES,B(Black),"BLACK HOODIE; DARK GRAY JEANS",Med,OF,NO,,,INVESTIGATIVE,8623,"INVESTIGATE; PERSON",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",11610,102682,"TIMOTHY M HORAN",3,B2,"Eric   Merner","10/10/13 00:00",8623,"10/10/13 00:00",BLACK,"10/10/13 00:00",1,2,B(Black),"9/24/13 00:00",20,4112,"NO DATA ENTERED",42.330086,-71.081896,1,street_center,,"Shabazz Way",Boston,MA,"Suffolk County",02119,US
24502,905777,589230,MALE,MA,BOSTON," NIGHTINGALE ST",B3,4,"1/2/13 00:00","1/2/13 00:00",YES,B(Black),"bk coat; bc hoody",Med,IOF,NO,,,"OTHER (SPECIFY)",,"INVESTIGATE; PERSON",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",86124,91908,"DENNIS C COGAVIN",16,YVSF,"Dennis M.   Medina","1/3/13 00:00",,"1/14/13 00:00",,"1/14/13 00:00",1,2,B(Black),"1/2/13 00:00",19,3256,"NO DATA ENTERED",42.295903,-71.080773,1,street_center,,"Nightingale St",Boston,MA,"Suffolk County",02124,US
24503,905822,589275,MALE,MA,BOSTON,"539 DUDLEY ST",B2,3,"1/10/12 00:00","1/10/12 00:00",,W(White),"BLK JKT GRAY HOODY; GRAY PANTS WHT SNEAKERS",Light,IOF,NO,,,INVESTIGATIVE,89989,"INVESTIGATE; PERSON",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",11610,105619,"TIMOTHY M HORAN",3,B2,"Samora   Lopes","1/14/13 00:00",89989,"1/14/13 00:00",,"1/14/13 00:00",1,4,W(White),"1/10/13 00:00",19,1389,"NO DATA ENTERED",42.321687,-71.072338,1,range_interpolation,539,"Dudley St",Boston,MA,"Suffolk County",02119,US
24504,884408,567694,MALE,MA,BOSTON,"11 ELDER ST",B2,3,"6/26/12 00:00","6/26/12 00:00",YES,H(Hispanic),"white shirt; blue jeans; wheat Timberlands",Med,IO,NO,,,"RADIO CALL",102343,"INVESTIGATE; PERSON",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",11610,102666,"TIMOTHY M HORAN",3,B2,"Isaac   Jackson","6/26/12 00:00",102343,"6/27/12 00:00",,"6/27/12 00:00",1,3,H(Hispanic),"6/26/12 00:00",19,1507,Roxbury,42.320258,-71.06281,1,range_interpolation,11,"Elder St",Boston,MA,"Suffolk County",02125,US
24505,958052,640970,MALE,MA,BOSTON," EUSTIS ST",B2,3,"6/7/14 00:00","6/7/14 00:00",NO,B(Black),,Med,IO,NO,,,INVESTIGATIVE,108988,VAL,,HONDA,1998,GREEN,4DR,,MA,11312,103611,"KENNETH J GAINES",16,YVSF,"Brian W Johnson","6/8/14 00:00",108988,"8/6/14 00:00",HISPANIC,"8/6/14 00:00",1,2,B(Black),"6/7/14 00:00",19,1600,"NO DATA ENTERED",42.329824,-71.079439,1,street_center,,"Eustis St",Boston,MA,"Suffolk County",02119,US
24506,956515,639428,MALE,MA,BOSTON,"18 LATTIMORE CT",D4,8,"7/15/14 00:00","7/15/14 00:00",YES,B(Black),"purple shirt; blue jeans",Light,IO,NO,,,,,"PUBLIC DRINKING",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",86124,11817,"DENNIS C COGAVIN",16,YVSF,"JASON M EZEKIEL","7/16/14 00:00",,"7/23/14 00:00",,"7/23/14 00:00",1,2,B(Black),"7/15/14 00:00",19,2589,Roxbury,42.336226,-71.082235,1,range_interpolation,18,"Lattimore Ct",Boston,MA,"Suffolk County",02118,US
24507,943605,627217,MALE,MA,BOSTON," ELM HILL AV",B2,3,"2/22/14 00:00","2/22/14 00:00",YES,B(Black),"blue hoodie; bluejeans",Dark,IO,NO,,,INVESTIGATIVE,11086,"INVESTIGATE; PERSON",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,DRIVER,"NO DATA ENTERED",10132,91925,"JOHN D BRODERICK JR",16,YVSF,"Michael P.   Paradis","2/23/14 00:00",11086,"3/13/14 00:00",,"3/13/14 00:00",1,2,B(Black),"2/22/14 00:00",19,1535,"NO DATA ENTERED",42.310085,-71.086956,1,street_center,,"Elm Hill Ave",Boston,MA,"Suffolk County",02121,US
24508,952778,636005,MALE,MA,BOSTON,"1443 BLUE HILL AV",B3,4,"6/19/14 00:00","6/19/14 00:00",NO,B(Black),"blk t shirt; blk shorts",Dark,IOF,NO,VP,"REASONABLE SUSPICION",,10324,VAL,F,NISSAN,1999,"NO DATA ENTERED","4 dr",DRIVER,MA,11756,108883,"JOHN J FORD",4,B3,"Robert R Robichaud",,10324,"6/19/14 00:00",,"6/19/14 00:00",1,2,B(Black),"6/19/14 00:00",19,485,"NO DATA ENTERED",42.309511,-71.082514,0.8,street_center,,"Blue Hill Ave",Boston,MA,"Suffolk County",02121,US
24509,970764,653035,MALE,MA,BOSTON,"00 CAPSTAN WY",C11,5,"6/17/14 00:00","6/17/14 00:00",,"A(Asian or Pacific Islander)","PLAID SHORTS/GRAY T","NO DATA ENTERED",IO,NO,,,INVESTIGATIVE,103771,TRESPASSING,,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",9375,99249,"DAVID C MURPHY",25,BIKE,"Raul A Sutherland","6/24/14 00:00",103771,"11/17/14 00:00",,"11/17/14 00:00",1,1,"A(Asian or Pacific Islander)","6/17/14 00:00",19,739,OTHER,42.34557,-71.027311,0.8,street_center,,"Capstan Way",Boston,MA,"Suffolk County",02210,US
24510,1052001,666468,MALE,MA,BOSTON," QUINCY ST at COLUMBIA RD",C11,5,"9/25/14 00:00","9/25/14 00:00",NO,B(Black),"RED SWEATER; BLUE JEANS; BLACK BACK PACK",Dark,IOF,NO,,,"RADIO CALL",102957,"INVESTIGATE; PERSON",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",,11395,,25,BIKE,"EDWARD J BOYLAN",,102957,"6/9/15 00:00",,"6/9/15 00:00",1,2,B(Black),"9/25/14 00:00",19,3727,"NO DATA ENTERED",42.311333,-71.070217,1,intersection,,"Columbia Rd",Boston,MA,"Suffolk County",02125,US
24511,968768,651038,MALE,MA,BOSTON,"29 FESSENDEN ST",B3,4,"6/24/14 00:00","6/24/14 00:00",YES,B(Black),"maroon shirt; tan shorts",Med,IO,NO,,,INVESTIGATIVE,93276,"INVESTIGATE; PERSON",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",10132,99771,"JOHN D BRODERICK JR",16,YVSF,"Joseph J. P.   Connolly","6/24/14 00:00",93276,"10/30/14 00:00",,"10/30/14 00:00",1,2,B(Black),"6/24/14 00:00",19,1700,Mattapan,42.278775,-71.092685,1,range_interpolation,29,"Fessenden St",Mattapan,MA,"Suffolk County",02126,US
