sequential,SEQ_NUM,FIO_ID,SEX,STATE,CITY,LOCATION,DIST,DIST_ID,FIO_DATE,FIO_TIME,PRIORS,DESCRIPTION,CLOTHING,COMPLEXION,FIOFS_TYPE,TERRORISM,SEARCH,BASIS,STOP_REASONS,ENTEREDBY,FIOFS_REASONS,OUTCOME,VEH_MAKE,VEH_YEAR_NUM,VEH_COLOR,VEH_MODEL,VEH_OCCUPANT,VEH_STATE,SUPERVISOR_ID,OFFICER_ID,SUPERVISOR,OFF_DIST_ID,OFF_DIST,OFFICER,SUP_ENTRYDATE,LAST_UPDATEBY,LAST_UPDATETIME,ETHNICITY,FIRST_INSERTTIME,ACTIVE_ID,RACE_ID,RACE_DESC,FIO_DATE_CORRECTED,AGE_AT_FIO_CORRECTED,STREET_ID,city_2,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
112000,770914,530650,MALE,MA,BOSTON,"0 I ST at E 3RD ST",C6,6,"8/11/11 00:00","8/11/11 00:00",,"NO DATA ENTERED","RED SHT; WHT MESH SHORTS","NO DATA ENTERED",O,NO,,,,,"INVESTIGATE; PERSON",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",8662,102401,"KEVIN P FINN",6,C6,"Robert J MacLean","8/15/11 00:00",,"8/15/11 00:00",,"8/15/11 00:00",1,0,"NO DATA ENTERED","8/11/11 00:00",20,2347,"NO DATA ENTERED",42.336417,-71.039948,1,intersection,,"E 3rd St",Boston,MA,"Suffolk County",02127,US
112001,940562,624169,MALE,MA,BOSTON,"0 ASHMONT ST at DORCHESTER AV",C11,5,"2/8/14 00:00","2/8/14 00:00",YES,B(Black),"BLACK SWEATSHIRT; BLUE JEANS; BLACK/WHITE SNEAKERS",Brown,OF,NO,,,INVESTIGATIVE,99755,"WARRANT ARREST",SFO,BMW,2003,GREY,SUV,PASSENGER,MA,11312,116222,"KENNETH J GAINES",16,YVSF,"Antoine   Ramos","2/8/14 00:00",99755,"2/14/14 00:00",NON-HISPANIC,"2/14/14 00:00",1,2,B(Black),"2/8/14 00:00",32,232,Dorchester,42.285699,-71.064302,1,intersection,,"Ashmont St",Boston,MA,"Suffolk County",02124,US
112002,884481,567767,MALE,MA,BOSTON,"0 M ST at E BROADWAY",C6,6,"6/16/12 00:00","6/16/12 00:00",,W(White),"BRN T-SHT; BLK T-SHT;JEANS","NO DATA ENTERED",I,NO,,,,10019,"INVESTIGATE; PERSON",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",8662,116890,"KEVIN P FINN",6,C6,"Harold   Tibets","6/27/12 00:00",10019,"6/27/12 00:00",,"6/27/12 00:00",1,4,W(White),"6/16/12 00:00",34,2781,OTHER,42.33566,-71.033346,1,intersection,,"E Broadway",Boston,MA,"Suffolk County",02127,US
112003,887398,570691,MALE,MA,BOSTON,"35 EUTAW ST",A7,2,"7/21/12 00:00","7/21/12 00:00",YES,H(Hispanic),"WHITE T SHIRT BLUE JEANS",Light,I,NO,,"PROBABLE CAUSE","RADIO CALL",9479,"INVESTIGATE; PERSON",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",11596,92445,"CHARLES R DALY",2,A7,"Daniel   Polcaro","7/23/12 00:00",9479,"7/24/12 00:00",,"7/24/12 00:00",1,3,H(Hispanic),"7/21/12 00:00",34,1603,"NO DATA ENTERED",42.378804,-71.038519,1,range_interpolation,35,"Eutaw St",Boston,MA,"Suffolk County",02128,US
112004,973616,655730,FEMALE,MA,BOSTON,"9 DITMUS CT",D4,8,"12/27/14 00:00","12/27/14 00:00",NO,B(Black),"blk; white striped shirt; pink plaid pants",Med,OFS,NO,P,"REASONABLE SUSPICION",INVESTIGATIVE,74148,"FIREARM; CARRYING",FO,N/A,0,N/A,,,OTHER,,103583,,8,D4,"Jason   Turcotte",,74148,"1/5/15 00:00",,"1/5/15 00:00",1,2,B(Black),"12/27/14 00:00",30,1330,Boston,42.336946,-71.082658,1,range_interpolation,9,"Ditmus Ct",Boston,MA,"Suffolk County",02118,US
112005,954747,637844,MALE,MA,BOSTON," PARK ST at BOURNESIDE ST",C11,5,"5/17/14 00:00","5/17/14 00:00",YES,B(Black),"Black Cap; Gray & White Striped Polo Shirt; Blue Jeans",Med,IO,NO,,,"MOTOR VEHICLE VIOLATION",116656,"INVESTIGATE; MV",F,TOYOTA,2007,SILVER,Camry,PASSENGER,MA,10132,89996,"JOHN D BRODERICK JR",16,YVSF,"Taylor S.   Small","5/18/14 00:00",116656,"7/13/14 00:00",NH,"7/13/14 00:00",1,2,B(Black),"5/17/14 00:00",34,3426,"NO DATA ENTERED",42.297987,-71.062852,1,intersection,,"Bourneside St",Boston,MA,"Suffolk County",02124,US
112006,948872,632400,MALE,MA,BOSTON,"400 POND ST",E13,9,"5/14/14 00:00","5/14/14 00:00",YES,W(White),"Sunglasses; White Dress Shirt; JKhakis",Light,IO,NO,V,"PROBABLE CAUSE","MOTOR VEHICLE VIOLATION",7670,VAL,FO,NISSAN,2011,BLACK,SEDAN,DRIVER,MA,8237,102371,"ROBERT E TINKER",9,E13,"Joseph   Downing","5/15/14 00:00",7670,"5/16/14 00:00",,"5/16/14 00:00",1,4,W(White),"5/14/14 00:00",34,3579,Brighton,42.320384,-71.041578,0.8,street_center,,"N Point Dr",Boston,MA,"Suffolk County",02125,US
112007,902157,585582,FEMALE,MA,BOSTON," RIVER ST at FREMONT ST",B3,4,"11/26/12 00:00","11/26/12 00:00",NO,H(Hispanic),"BLK COAT; BLUE JEANS",Light,IO,NO,,,,10324,"INVESTIGATE; PERSON",F,HONDA,1997,BLUE,"4 DR",DRIVER,MA,11756,102353,"JOHN J FORD",4,B3,"Thomas  J Finn",,10324,"11/28/12 00:00",,"11/28/12 00:00",1,3,H(Hispanic),"11/26/12 00:00",34,3844,"NO DATA ENTERED",42.255671,-71.121037,0.8,intersection,,"Fairmount Ave","Hyde Park",MA,"Suffolk County",02136,US
112008,773194,532934,MALE,MA,BOSTON,"4619 WASHINGTON ST",E5,11,"9/10/11 00:00","9/10/11 00:00",NO,H(Hispanic),"GRN/YELL FOOTBALL JERSEY","NO DATA ENTERED",O,NO,,,,,VAL,F,CADILLAC,0,GREEN,4DR,PASSENGER,MA,8971,103765,"EARL O PERKINS",16,YVSF,"John J. MacLaughlan","9/10/11 00:00",,"9/12/11 00:00",,"9/12/11 00:00",1,3,H(Hispanic),"9/10/11 00:00",42,4771,"NO DATA ENTERED",42.34676,-71.064593,0.8,street_center,,"Washington St",Boston,MA,"Suffolk County",02118,US
112009,935064,618653,MALE,MA,BOSTON," KNAPP ST",A1,1,"12/13/13 00:00","12/13/13 00:00",,B(Black),"BLK JACKET BLUE JEANS BLK CAP",Dark,I,NO,,,INVESTIGATIVE,11150,"INVESTIGATE; PERSON",,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",10060,10801,"WILLIAM J DWAN",1,A1,"BRIAN   MAHONEY","12/13/13 00:00",11150,"12/18/13 00:00",,"12/18/13 00:00",1,2,B(Black),"12/13/13 00:00",34,2525,Boston,42.351131,-71.062072,1,street_center,,"Knapp St",Boston,MA,"Suffolk County",02111,US
112010,886274,569562,MALE,MA,BOSTON,"39 BOYLSTON ST",A1,1,"6/5/12 00:00","6/5/12 00:00",,W(White),"BLK. HOODIE; SUIT JKT; BLU. JEANS",Med,IO,NO,,,"OTHER (SPECIFY)",51340,"INVESTIGATE; PERSON",F,"NO DATA ENTERED",0,"NO DATA ENTERED",,,"NO DATA ENTERED",8949,76156,"PAUL R DONOVAN",1,A1,"KELVIN M ERVIN","7/10/12 00:00",51340,"7/15/12 00:00",,"7/15/12 00:00",1,4,W(White),"6/5/12 00:00",34,543,Boston,42.352467,-71.063765,1,range_interpolation,39,"Boylston St",Boston,MA,"Suffolk County",02116,US
